cell,leiden_final
3590,B (Plasma)
3591,Macrophage + DC
3592,Enterocyte (Mid Villus)
3593,Smooth Muscle
3594,T (CD4+)
3595,B (Plasma)
3596,Stem + TA
3597,Stromal
3598,Enterocyte (Mid Villus)
3599,Enterocyte (Bottom Villus)
3600,Enterocyte (Top Villus)
3601,Enterocyte (Mid Villus)
3602,Smooth Muscle
3603,Enterocyte (Mid Villus)
3604,B (Plasma)
3605,B (Plasma)
3606,Stem + TA
3607,Enterocyte (Mid Villus)
3608,Enterocyte (Top Villus)
3609,Enterocyte (Mid Villus)
3610,Enterocyte (Bottom Villus)
3611,Stem + TA
3612,Stromal
3613,T (CD4+)
3614,Enterocyte (Bottom Villus)
3615,Stem + TA
3616,B (Plasma)
3617,Stem + TA
3618,Telocyte
3619,Smooth Muscle
3620,Stem + TA
3621,Enterocyte (Top Villus)
3622,Stromal
3623,Enterocyte (Mid Villus)
3624,Pericyte
3625,Enterocyte (Bottom Villus)
3626,Enterocyte (Bottom Villus)
3627,B (Plasma)
3628,Enterocyte (Top Villus)
3629,B (Plasma)
3630,Enterocyte (Mid Villus)
3631,Enterocyte (Bottom Villus)
3632,Enterocyte (Mid Villus)
3633,Smooth Muscle
3634,Enterocyte (Bottom Villus)
3635,Smooth Muscle
3636,B (Plasma)
3637,Stem + TA
3638,Enterocyte (Mid Villus)
3639,Pericyte
3640,Tuft
3641,Enterocyte (Bottom Villus)
3642,Stem + TA
3643,Stem + TA
3644,Stromal
3645,Enterocyte (Bottom Villus)
3646,Smooth Muscle
3647,Stem + TA
3648,Removed
3649,Enterocyte (Mid Villus)
3650,Goblet
3651,Enterocyte (Bottom Villus)
3652,Stem + TA
3653,Smooth Muscle
3654,Stem + TA
3655,B (Plasma)
3656,Enterocyte (Mid Villus)
3657,Stromal
3658,Enterocyte (Top Villus)
3659,Endothelial
3660,Enterocyte (Mid Villus)
3661,Enterocyte (Mid Villus)
3662,Enterocyte (Top Villus)
3663,Stem + TA
3664,Enterocyte (Mid Villus)
3665,Stem + TA
3666,Stromal
3667,Goblet
3668,Stem + TA
3669,Stromal
3670,Stromal
3671,Macrophage + DC
3672,Stem + TA
3673,Enterocyte (Bottom Villus)
3674,Macrophage + DC
3675,Stromal
3676,Goblet
3677,T (CD4+)
3678,Enterocyte (Mid Villus)
3679,Enterocyte (Top Villus)
3680,Macrophage + DC
3681,T (CD8+)
3682,Smooth Muscle
3683,Paneth
3684,Macrophage + DC
3685,Smooth Muscle
3686,Stromal
3687,Enterocyte (Mid Villus)
3688,B (Plasma)
3689,Stem + TA
3690,Enterocyte (Mid Villus)
3691,Smooth Muscle
3692,Enterocyte (Bottom Villus)
3693,Goblet
3694,Stromal
3695,Enterocyte (Bottom Villus)
3696,Stem + TA
3697,B (Plasma)
3698,Enterocyte (Bottom Villus)
3699,Goblet
3700,Enterocyte (Bottom Villus)
3701,T (CD4+)
3702,"B (Follicular, Circulating)"
3703,Stem + TA
3704,Endothelial
3705,Removed
3706,Stem + TA
3707,Stem + TA
3708,Enterocyte (Mid Villus)
3709,Enterocyte (Mid Villus)
3710,Enterocyte (Mid Villus)
3711,Stromal
3712,Stem + TA
3713,Goblet
3714,Smooth Muscle
3715,ICC
3716,Smooth Muscle
3717,Stromal
3718,Smooth Muscle
3719,Enterocyte (Mid Villus)
3720,Enterocyte (Top Villus)
3721,Stromal
3722,Stem + TA
3723,Goblet
3724,B (Plasma)
3725,Goblet
3726,Smooth Muscle
3727,Enterocyte (Top Villus)
3728,Macrophage + DC
3729,Stem + TA
3730,Tuft
3731,B (Plasma)
3732,B (Plasma)
3733,Stem + TA
3734,Stromal
3735,Stromal
3736,Enterocyte (Bottom Villus)
3737,Enterocyte (Bottom Villus)
3738,Enterocyte (Top Villus)
3739,Enterocyte (Bottom Villus)
3740,Stem + TA
3741,Enterocyte (Mid Villus)
3742,Stem + TA
3743,Enterocyte (Bottom Villus)
3744,B (Plasma)
3745,Paneth
3746,Enterocyte (Bottom Villus)
3747,T (CD8+)
3748,B (Plasma)
3749,Stem + TA
3750,Paneth
3751,Enterocyte (Top Villus)
3752,Stromal
3753,B (Plasma)
3754,Enterocyte (Mid Villus)
3755,Enterocyte (Mid Villus)
3756,B (Plasma)
3757,Goblet
3758,Enterocyte (Bottom Villus)
3759,Enterocyte (Bottom Villus)
3760,Smooth Muscle
3761,Macrophage + DC
3762,Endothelial
3763,Goblet
3764,Stromal
3765,Smooth Muscle
3766,B (Plasma)
3767,Stem + TA
3768,Enterocyte (Bottom Villus)
3769,Stem + TA
3770,Stem + TA
3771,Smooth Muscle
3772,Stem + TA
3773,Goblet
3774,Enterocyte (Mid Villus)
3775,Stem + TA
3776,B (Plasma)
3777,Enterocyte (Mid Villus)
3778,Enterocyte (Top Villus)
3779,T (CD4+)
3780,Stromal
3781,Macrophage + DC
3782,Goblet
3783,Enterocyte (Mid Villus)
3784,Enterocyte (Bottom Villus)
3785,Smooth Muscle
3786,Enterocyte (Top Villus)
3787,Enterocyte (Mid Villus)
3788,Enterocyte (Top Villus)
3789,Enterocyte (Top Villus)
3790,Smooth Muscle
3791,Enterocyte (Mid Villus)
3792,B (Plasma)
3793,Macrophage + DC
3794,B (Plasma)
3795,Stem + TA
3796,Stem + TA
3797,Enterocyte (Bottom Villus)
3798,Paneth
3799,Stem + TA
3800,Stem + TA
3801,Stem + TA
3802,Stem + TA
3803,Smooth Muscle
3804,Enterocyte (Bottom Villus)
3805,Endothelial
3806,Stem + TA
3807,Goblet
3808,Enterocyte (Bottom Villus)
3809,Enterocyte (Mid Villus)
3810,Enterocyte (Bottom Villus)
3811,B (Plasma)
3812,Endothelial
3813,Enterocyte (Mid Villus)
3814,Enterocyte (Top Villus)
3815,Enterocyte (Mid Villus)
3816,Enterocyte (Bottom Villus)
3817,"B (Follicular, Circulating)"
3818,Enterocyte (Bottom Villus)
3819,T (CD4+)
3820,Enterocyte (Top Villus)
3821,Macrophage + DC
3822,Stromal
3823,Stem + TA
3824,Stromal
3825,Enterocyte (Mid Villus)
3826,"B (Follicular, Circulating)"
3827,Enterocyte (Mid Villus)
3828,Enterocyte (Mid Villus)
3829,Smooth Muscle
3830,Macrophage + DC
3831,Enterocyte (Mid Villus)
3832,Stromal
3833,Enterocyte (Mid Villus)
3834,Enterocyte (Mid Villus)
3835,Goblet
3836,Enterocyte (Top Villus)
3837,Enterocyte (Mid Villus)
3838,Smooth Muscle
3839,Stromal
3840,ICC
3841,Enterocyte (Bottom Villus)
3842,Enterocyte (Mid Villus)
3843,B (Plasma)
3844,Stromal
3845,Paneth
3846,Paneth
3847,Enterocyte (Top Villus)
3848,Removed
3849,Macrophage + DC
3850,Enterocyte (Mid Villus)
3851,Stromal
3852,Stromal
3853,Stem + TA
3854,Stromal
3855,Removed
3856,Stromal
3857,Enterocyte (Bottom Villus)
3858,Stem + TA
3859,Enterocyte (Mid Villus)
3860,"B (Follicular, Circulating)"
3861,T (CD4+)
3862,Goblet
3863,B (Plasma)
3864,Enterocyte (Bottom Villus)
3865,Enterocyte (Bottom Villus)
3866,Smooth Muscle
3867,Stromal
3868,Goblet
3869,Goblet
3870,Enterocyte (Top Villus)
3871,Stromal
3872,Goblet
3873,T (CD4+)
3874,Stromal
3875,B (Plasma)
3876,Stem + TA
3877,Removed
3878,Enterocyte (Top Villus)
3879,B (Plasma)
3880,Endothelial
3881,Stem + TA
3882,Enterocyte (Mid Villus)
3883,Enterocyte (Mid Villus)
3884,Stem + TA
3885,Stem + TA
3886,B (Plasma)
3887,Stem + TA
3888,Stem + TA
3889,Enterocyte (Top Villus)
3890,Enterocyte (Bottom Villus)
3891,Macrophage + DC
3892,Macrophage + DC
3893,Goblet
3894,Smooth Muscle
3895,Stem + TA
3896,Enterocyte (Mid Villus)
3897,Stem + TA
3898,Enterocyte (Bottom Villus)
3899,Enterocyte (Mid Villus)
3900,Enterocyte (Mid Villus)
3901,Goblet
3902,Stromal
3903,Stromal
3904,Enterocyte (Top Villus)
3905,B (Plasma)
3906,Enterocyte (Mid Villus)
3907,Stem + TA
3908,B (Plasma)
3909,Macrophage + DC
3910,Stem + TA
3911,Pericyte
3912,Stem + TA
3913,Smooth Muscle
3914,Goblet
3915,Stromal
3916,Stromal
3917,Macrophage + DC
3918,Stem + TA
3919,T (CD4+)
3920,Enterocyte (Top Villus)
3921,Removed
3922,Enterocyte (Bottom Villus)
3923,Enterocyte (Mid Villus)
3924,T (CD4+)
3925,Enterocyte (Top Villus)
3926,T (CD4+)
3927,Smooth Muscle
3928,Enterocyte (Mid Villus)
3929,B (Plasma)
3930,Macrophage + DC
3931,Endothelial
3932,Enterocyte (Mid Villus)
3933,B (Plasma)
3934,Stem + TA
3935,Stromal
3936,Stem + TA
3937,Enterocyte (Bottom Villus)
3938,B (Plasma)
3939,Stem + TA
3940,Macrophage + DC
3941,Enterocyte (Mid Villus)
3942,Enterocyte (Bottom Villus)
3943,Pericyte
3944,Stromal
3945,Enterocyte (Mid Villus)
3946,Macrophage + DC
3947,Enterocyte (Mid Villus)
3948,Smooth Muscle
3949,T (CD8+)
3950,Stem + TA
3951,Enterocyte (Mid Villus)
3952,Enterocyte (Bottom Villus)
3953,Enterocyte (Bottom Villus)
3954,Enterocyte (Bottom Villus)
3955,Enterocyte (Bottom Villus)
3956,Goblet
3957,Enterocyte (Bottom Villus)
3958,Enterocyte (Top Villus)
3959,Enterocyte (Top Villus)
3960,Stem + TA
3961,Enterocyte (Mid Villus)
3962,Smooth Muscle
3963,Paneth
3964,Goblet
3965,Stem + TA
3966,Macrophage + DC
3967,Paneth
3968,Stem + TA
3969,Enterocyte (Mid Villus)
3970,Macrophage + DC
3971,Enterocyte (Top Villus)
3972,B (Plasma)
3973,Enterocyte (Mid Villus)
3974,Removed
3975,B (Plasma)
3976,Enterocyte (Mid Villus)
3977,Enterocyte (Mid Villus)
3978,Stromal
3979,Stromal
3980,Enterocyte (Mid Villus)
3981,Enterocyte (Mid Villus)
3982,Enterocyte (Top Villus)
3983,Enterocyte (Top Villus)
3984,Enterocyte (Top Villus)
3985,Enterocyte (Mid Villus)
3986,Enterocyte (Mid Villus)
3987,Stem + TA
3988,Stem + TA
3989,B (Plasma)
3990,Endothelial
3991,Enterocyte (Mid Villus)
3992,Stem + TA
3993,Enterocyte (Bottom Villus)
3994,Macrophage + DC
3995,Enterocyte (Mid Villus)
3996,Enterocyte (Mid Villus)
3997,Enterocyte (Mid Villus)
3998,Telocyte
3999,B (Plasma)
4000,T (CD8+)
4001,Macrophage + DC
4002,Macrophage + DC
4003,Enterocyte (Bottom Villus)
4004,Enterocyte (Bottom Villus)
4005,Enterocyte (Bottom Villus)
4006,Macrophage + DC
4007,B (Plasma)
4008,Stem + TA
4009,Enterocyte (Mid Villus)
4010,Stem + TA
4011,Enterocyte (Mid Villus)
4012,Stem + TA
4013,Enterocyte (Mid Villus)
4014,B (Plasma)
4015,Enterocyte (Bottom Villus)
4016,Enterocyte (Bottom Villus)
4017,Enterocyte (Bottom Villus)
4018,Enterocyte (Top Villus)
4019,B (Plasma)
4020,Macrophage + DC
4021,Stromal
4022,Goblet
4023,Telocyte
4024,Stromal
4025,Pericyte
4026,Enterocyte (Bottom Villus)
4027,Stem + TA
4028,B (Plasma)
4029,"B (Follicular, Circulating)"
4030,B (Plasma)
4031,Enterocyte (Mid Villus)
4032,Smooth Muscle
4033,B (Plasma)
4034,"B (Follicular, Circulating)"
4035,Stem + TA
4036,Enterocyte (Mid Villus)
4037,Stromal
4038,Enterocyte (Bottom Villus)
4039,Enterocyte (Mid Villus)
4040,Enterocyte (Mid Villus)
4041,T (CD8+)
4042,Stromal
4043,Enterocyte (Bottom Villus)
4044,Endothelial
4045,Stromal
4046,Enterocyte (Mid Villus)
4047,Smooth Muscle
4048,Stem + TA
4049,Enterocyte (Bottom Villus)
4050,Telocyte
4051,Paneth
4052,Stem + TA
4053,Stromal
4054,Stem + TA
4055,Enterocyte (Mid Villus)
4056,Enterocyte (Mid Villus)
4057,Stem + TA
4058,Enterocyte (Mid Villus)
4059,"B (Follicular, Circulating)"
4060,Enterocyte (Mid Villus)
4061,Enterocyte (Top Villus)
4062,Telocyte
4063,Removed
4064,Smooth Muscle
4065,Stromal
4066,Enterocyte (Mid Villus)
4067,Enterocyte (Top Villus)
4068,Stromal
4069,Stromal
4070,Stem + TA
4071,Stem + TA
4072,Stromal
4073,B (Plasma)
4074,B (Plasma)
4075,Goblet
4076,B (Plasma)
4077,Endothelial
4078,Goblet
4079,B (Plasma)
4080,Stem + TA
4081,Enterocyte (Bottom Villus)
4082,Enterocyte (Bottom Villus)
4083,Enterocyte (Bottom Villus)
4084,Stromal
4085,Stem + TA
4086,Enterocyte (Mid Villus)
4087,Stromal
4088,Enterocyte (Mid Villus)
4089,Enterocyte (Top Villus)
4090,Enterocyte (Mid Villus)
4091,Stem + TA
4092,B (Plasma)
4093,Smooth Muscle
4094,Enterocyte (Mid Villus)
4095,Enterocyte (Bottom Villus)
4096,Enterocyte (Mid Villus)
4097,Enterocyte (Mid Villus)
4098,B (Plasma)
4099,Stromal
4100,Enterocyte (Mid Villus)
4101,Enterocyte (Mid Villus)
4102,Enterocyte (Mid Villus)
4103,Macrophage + DC
4104,Enterocyte (Top Villus)
4105,Pericyte
4106,Goblet
4107,Enterocyte (Bottom Villus)
4108,Enterocyte (Mid Villus)
4109,Enterocyte (Mid Villus)
4110,Macrophage + DC
4111,B (Plasma)
4112,Stromal
4113,Enterocyte (Mid Villus)
4114,Enterocyte (Bottom Villus)
4115,B (Plasma)
4116,Enterocyte (Mid Villus)
4117,Enterocyte (Mid Villus)
4118,Paneth
4119,Stem + TA
4120,Stem + TA
4121,Macrophage + DC
4122,"B (Follicular, Circulating)"
4123,Stem + TA
4124,Enterocyte (Bottom Villus)
4125,Smooth Muscle
4126,Smooth Muscle
4127,Stromal
4128,Enterocyte (Bottom Villus)
4129,Enterocyte (Bottom Villus)
4130,Enterocyte (Bottom Villus)
4131,B (Plasma)
4132,B (Plasma)
4133,Goblet
4134,Stromal
4135,B (Plasma)
4136,Enterocyte (Bottom Villus)
4137,Enterocyte (Bottom Villus)
4138,T (CD8+)
4139,Stem + TA
4140,Stem + TA
4141,Stem + TA
4142,Removed
4143,Endothelial
4144,Enterocyte (Mid Villus)
4145,Endothelial
4146,Macrophage + DC
4147,Endothelial
4148,Enterocyte (Top Villus)
4149,Enterocyte (Bottom Villus)
4150,Enterocyte (Top Villus)
4151,Pericyte
4152,Telocyte
4153,Stromal
4154,Enterocyte (Mid Villus)
4155,Macrophage + DC
4156,Stem + TA
4157,Enterocyte (Mid Villus)
4158,Enterocyte (Mid Villus)
4159,Stromal
4160,Stem + TA
4161,B (Plasma)
4162,B (Plasma)
4163,Enterocyte (Top Villus)
4164,Enterocyte (Bottom Villus)
4165,Stem + TA
4166,Enterocyte (Bottom Villus)
4167,B (Plasma)
4168,Endothelial
4169,Enterocyte (Mid Villus)
4170,Enterocyte (Bottom Villus)
4171,Tuft
4172,Goblet
4173,Stromal
4174,Stem + TA
4175,Smooth Muscle
4176,Enterocyte (Top Villus)
4177,Enterocyte (Mid Villus)
4178,B (Plasma)
4179,Enterocyte (Mid Villus)
4180,Telocyte
4181,Enterocyte (Mid Villus)
4182,Enterocyte (Bottom Villus)
4183,Enterocyte (Bottom Villus)
4184,Goblet
4185,Macrophage + DC
4186,Stem + TA
4187,B (Plasma)
4188,Enterocyte (Bottom Villus)
4189,Enterocyte (Bottom Villus)
4190,Enterocyte (Bottom Villus)
4191,Enterocyte (Bottom Villus)
4192,Removed
4193,B (Plasma)
4194,Tuft
4195,T (CD4+)
4196,Stem + TA
4197,Stromal
4198,Smooth Muscle
4199,Enterocyte (Mid Villus)
4200,Smooth Muscle
4201,Enterocyte (Mid Villus)
4202,Stromal
4203,Goblet
4204,Macrophage + DC
4205,Enterocyte (Top Villus)
4206,Enterocyte (Mid Villus)
4207,Macrophage + DC
4208,Enterocyte (Mid Villus)
4209,Macrophage + DC
4210,Stromal
4211,Enterocyte (Mid Villus)
4212,Enterocyte (Bottom Villus)
4213,B (Plasma)
4214,Removed
4215,B (Plasma)
4216,T (CD8+)
4217,Enterocyte (Top Villus)
4218,Enterocyte (Top Villus)
4219,T (CD8+)
4220,Stromal
4221,B (Plasma)
4222,Enterocyte (Bottom Villus)
4223,Stem + TA
4224,Macrophage + DC
4225,Smooth Muscle
4226,Stromal
4227,Enterocyte (Mid Villus)
4228,Enterocyte (Mid Villus)
4229,Enterocyte (Mid Villus)
4230,Stromal
4231,B (Plasma)
4232,T (CD8+)
4233,Enterocyte (Top Villus)
4234,T (CD8+)
4235,Stem + TA
4236,Enterocyte (Mid Villus)
4237,Enterocyte (Mid Villus)
4238,Endothelial
4239,ICC
4240,Stem + TA
4241,Stem + TA
4242,Endothelial
4243,Enterocyte (Mid Villus)
4244,Enterocyte (Mid Villus)
4245,Goblet
4246,Enterocyte (Bottom Villus)
4247,Enterocyte (Bottom Villus)
4248,Macrophage + DC
4249,Stem + TA
4250,Endothelial
4251,Removed
4252,Enterocyte (Top Villus)
4253,Enterocyte (Bottom Villus)
4254,Enterocyte (Bottom Villus)
4255,Enterocyte (Top Villus)
4256,Enterocyte (Bottom Villus)
4257,Enterocyte (Bottom Villus)
4258,Enterocyte (Mid Villus)
4259,Enterocyte (Bottom Villus)
4260,"B (Follicular, Circulating)"
4261,Enterocyte (Top Villus)
4262,Stem + TA
4263,Enterocyte (Mid Villus)
4264,Enterocyte (Mid Villus)
4265,B (Plasma)
4266,Enterocyte (Mid Villus)
4267,B (Plasma)
4268,Enterocyte (Top Villus)
4269,Goblet
4270,Macrophage + DC
4271,B (Plasma)
4272,Stromal
4273,B (Plasma)
4274,Enterocyte (Mid Villus)
4275,Goblet
4276,Enterocyte (Mid Villus)
4277,Stromal
4278,B (Plasma)
4279,Stromal
4280,T (CD8+)
4281,Enterocyte (Mid Villus)
4282,Goblet
4283,Removed
4284,Enterocyte (Top Villus)
4285,T (CD4+)
4286,B (Plasma)
4287,Macrophage + DC
4288,Removed
4289,Enterocyte (Mid Villus)
4290,Stem + TA
4291,Removed
4292,Goblet
4293,Enterocyte (Bottom Villus)
4294,Macrophage + DC
4295,Endothelial
4296,Pericyte
4297,Goblet
4298,Enterocyte (Mid Villus)
4299,Enterocyte (Mid Villus)
4300,Enterocyte (Mid Villus)
4301,B (Plasma)
4302,Enterocyte (Mid Villus)
4303,"B (Follicular, Circulating)"
4304,Removed
4305,Enterocyte (Mid Villus)
4306,Enterocyte (Mid Villus)
4307,Enterocyte (Mid Villus)
4308,Goblet
4309,Goblet
4310,Macrophage + DC
4311,Stem + TA
4312,Enterocyte (Top Villus)
4313,Enterocyte (Top Villus)
4314,Stem + TA
4315,Enterocyte (Mid Villus)
4316,Macrophage + DC
4317,Macrophage + DC
4318,Enterocyte (Bottom Villus)
4319,Goblet
4320,Stromal
4321,B (Plasma)
4322,Stromal
4323,Goblet
4324,Macrophage + DC
4325,Enterocyte (Mid Villus)
4326,B (Plasma)
4327,Stem + TA
4328,Stem + TA
4329,Enterocyte (Mid Villus)
4330,Enterocyte (Mid Villus)
4331,B (Plasma)
4332,Enterocyte (Mid Villus)
4333,Enterocyte (Top Villus)
4334,Stem + TA
4335,Enterocyte (Mid Villus)
4336,Goblet
4337,Enterocyte (Top Villus)
4338,Enterocyte (Bottom Villus)
4339,B (Plasma)
4340,Enterocyte (Mid Villus)
4341,Enterocyte (Mid Villus)
4342,Stem + TA
4343,Enterocyte (Mid Villus)
4344,Telocyte
4345,Goblet
4346,Enterocyte (Mid Villus)
4347,B (Plasma)
4348,Enterocyte (Bottom Villus)
4349,Stromal
4350,Removed
4351,Stromal
4352,B (Plasma)
4353,Stromal
4354,Enterocyte (Bottom Villus)
4355,Macrophage + DC
4356,B (Plasma)
4357,Enterocyte (Mid Villus)
4358,Enterocyte (Top Villus)
4359,Stromal
4360,Enterocyte (Bottom Villus)
4361,Enterocyte (Mid Villus)
4362,Enterocyte (Mid Villus)
4363,Stromal
4364,Stromal
4365,Enterocyte (Mid Villus)
4366,Macrophage + DC
4367,Endothelial
4368,Stem + TA
4369,Enterocyte (Bottom Villus)
4370,Enterocyte (Mid Villus)
4371,Macrophage + DC
4372,Enterocyte (Bottom Villus)
4373,Enterocyte (Mid Villus)
4374,Macrophage + DC
4375,Enterocyte (Top Villus)
4376,Pericyte
4377,Enterocyte (Mid Villus)
4378,Stem + TA
4379,Stem + TA
4380,B (Plasma)
4381,Removed
4382,Endothelial
4383,Endothelial
4384,Enterocyte (Mid Villus)
4385,Macrophage + DC
4386,Enterocyte (Top Villus)
4387,Enterocyte (Mid Villus)
4388,B (Plasma)
4389,Removed
4390,T (CD4+)
4391,Enterocyte (Mid Villus)
4392,Enterocyte (Bottom Villus)
4393,Enterocyte (Mid Villus)
4394,Enterocyte (Mid Villus)
4395,Enterocyte (Mid Villus)
4396,Stromal
4397,B (Plasma)
4398,B (Plasma)
4399,Enterocyte (Mid Villus)
4400,Stem + TA
4401,Pericyte
4402,Enterocyte (Top Villus)
4403,Enterocyte (Mid Villus)
4404,B (Plasma)
4405,Enterocyte (Mid Villus)
4406,Enterocyte (Bottom Villus)
4407,Stromal
4408,Endothelial
4409,Removed
4410,Enterocyte (Top Villus)
4411,Removed
4412,B (Plasma)
4413,T (CD8+)
4414,Enterocyte (Mid Villus)
4415,Goblet
4416,Enterocyte (Mid Villus)
4417,T (CD8+)
4418,Enterocyte (Bottom Villus)
4419,Enterocyte (Bottom Villus)
4420,Goblet
4421,B (Plasma)
4422,Enterocyte (Bottom Villus)
4423,Enterocyte (Mid Villus)
4424,T (CD8+)
4425,B (Plasma)
4426,Enterocyte (Mid Villus)
4427,Removed
4428,Enterocyte (Mid Villus)
4429,Enterocyte (Mid Villus)
4430,Stem + TA
4431,Endothelial
4432,Goblet
4433,Stromal
4434,Stem + TA
4435,Paneth
4436,Goblet
4437,Enterocyte (Mid Villus)
4438,Removed
4439,Macrophage + DC
4440,Enterocyte (Top Villus)
4441,Goblet
4442,Enterocyte (Bottom Villus)
4443,Enterocyte (Mid Villus)
4444,Stem + TA
4445,Enterocyte (Mid Villus)
4446,Macrophage + DC
4447,Enterocyte (Mid Villus)
4448,Enterocyte (Mid Villus)
4449,Enterocyte (Mid Villus)
4450,Macrophage + DC
4451,Endothelial
4452,Enterocyte (Mid Villus)
4453,Enterocyte (Mid Villus)
4454,Enterocyte (Bottom Villus)
4455,Enterocyte (Mid Villus)
4456,Enterocyte (Mid Villus)
4457,Enterocyte (Bottom Villus)
4458,Enterocyte (Bottom Villus)
4459,Stem + TA
4460,Macrophage + DC
4461,Enterocyte (Bottom Villus)
4462,Goblet
4463,Enterocyte (Top Villus)
4464,Stem + TA
4465,Enterocyte (Bottom Villus)
4466,Enterocyte (Mid Villus)
4467,Enterocyte (Bottom Villus)
4468,Stromal
4469,Goblet
4470,B (Plasma)
4471,Removed
4472,Removed
4473,Goblet
4474,Enterocyte (Mid Villus)
4475,B (Plasma)
4476,"B (Follicular, Circulating)"
4477,Stem + TA
4478,Enterocyte (Mid Villus)
4479,Pericyte
4480,Enterocyte (Top Villus)
4481,Enterocyte (Bottom Villus)
4482,Goblet
4483,Enterocyte (Top Villus)
4484,Stromal
4485,Stem + TA
4486,Enterocyte (Mid Villus)
4487,Enterocyte (Bottom Villus)
4488,Enterocyte (Mid Villus)
4489,Enterocyte (Bottom Villus)
4490,Enterocyte (Mid Villus)
4491,Goblet
4492,Stromal
4493,Stem + TA
4494,Stromal
4495,Stem + TA
4496,Macrophage + DC
4497,Macrophage + DC
4498,Enterocyte (Mid Villus)
4499,Endothelial
4500,Enterocyte (Mid Villus)
4501,Enterocyte (Mid Villus)
4502,Stem + TA
4503,Enterocyte (Bottom Villus)
4504,Removed
4505,Stem + TA
4506,Enterocyte (Mid Villus)
4507,Stem + TA
4508,Enterocyte (Bottom Villus)
4509,Pericyte
4510,Enterocyte (Mid Villus)
4511,Removed
4512,Enterocyte (Bottom Villus)
4513,Pericyte
4514,Stem + TA
4515,T (CD8+)
4516,Stem + TA
4517,Enterocyte (Top Villus)
4518,Enterocyte (Mid Villus)
4519,Removed
4520,Enterocyte (Mid Villus)
4521,Enterocyte (Bottom Villus)
4522,Enterocyte (Bottom Villus)
4523,Enterocyte (Mid Villus)
4524,Stem + TA
4525,Removed
4526,Enterocyte (Bottom Villus)
4527,Enterocyte (Top Villus)
4528,Enterocyte (Bottom Villus)
4529,Stem + TA
4530,Stromal
4531,Enterocyte (Mid Villus)
4532,Endothelial
4533,B (Plasma)
4534,B (Plasma)
4535,Enterocyte (Top Villus)
4536,Macrophage + DC
4537,Enterocyte (Mid Villus)
4538,Enterocyte (Bottom Villus)
4539,Enterocyte (Mid Villus)
4540,Enterocyte (Mid Villus)
4541,Stem + TA
4542,Enterocyte (Top Villus)
4543,Goblet
4544,Enterocyte (Bottom Villus)
4545,Goblet
4546,Enterocyte (Mid Villus)
4547,Enterocyte (Bottom Villus)
4548,Goblet
4549,Enterocyte (Mid Villus)
4550,Enterocyte (Mid Villus)
4551,Enterocyte (Top Villus)
4552,Enterocyte (Mid Villus)
4553,Goblet
4554,Enterocyte (Mid Villus)
4555,T (CD4+)
4556,Enterocyte (Mid Villus)
4557,B (Plasma)
4558,Enterocyte (Mid Villus)
4559,Enterocyte (Mid Villus)
4560,Macrophage + DC
4561,B (Plasma)
4562,Goblet
4563,Macrophage + DC
4564,Enterocyte (Mid Villus)
4565,Stem + TA
4566,Enterocyte (Bottom Villus)
4567,Enterocyte (Mid Villus)
4568,Stromal
4569,Stromal
4570,Enterocyte (Mid Villus)
4571,Enterocyte (Mid Villus)
4572,Stem + TA
4573,T (CD8+)
4574,Macrophage + DC
4575,Stem + TA
4576,Endothelial
4577,Goblet
4578,Enterocyte (Mid Villus)
4579,Enterocyte (Mid Villus)
4580,Enterocyte (Top Villus)
4581,Goblet
4582,Enterocyte (Mid Villus)
4583,Stem + TA
4584,B (Plasma)
4585,Pericyte
4586,Stem + TA
4587,Enterocyte (Top Villus)
4588,Removed
4589,T (CD4+)
4590,Goblet
4591,Enterocyte (Top Villus)
4592,Enterocyte (Mid Villus)
4593,Goblet
4594,Removed
4595,Macrophage + DC
4596,Stromal
4597,B (Plasma)
4598,Enterocyte (Mid Villus)
4599,Enterocyte (Bottom Villus)
4600,Goblet
4601,Enterocyte (Mid Villus)
4602,Enterocyte (Mid Villus)
4603,Enterocyte (Mid Villus)
4604,Enterocyte (Mid Villus)
4605,Enterocyte (Mid Villus)
4606,Stem + TA
4607,Stem + TA
4608,Enterocyte (Bottom Villus)
4609,B (Plasma)
4610,Stem + TA
4611,Removed
4612,Stromal
4613,Goblet
4614,Macrophage + DC
4615,Paneth
4616,Enterocyte (Bottom Villus)
4617,Macrophage + DC
4618,Enterocyte (Mid Villus)
4619,Enterocyte (Mid Villus)
4620,Stromal
4621,Removed
4622,Stem + TA
4623,Enterocyte (Mid Villus)
4624,Paneth
4625,Smooth Muscle
4626,B (Plasma)
4627,Goblet
4628,Enterocyte (Mid Villus)
4629,Enterocyte (Mid Villus)
4630,Enterocyte (Mid Villus)
4631,Enterocyte (Bottom Villus)
4632,Pericyte
4633,Enterocyte (Mid Villus)
4634,Goblet
4635,Macrophage + DC
4636,Macrophage + DC
4637,Enterocyte (Mid Villus)
4638,Enterocyte (Top Villus)
4639,B (Plasma)
4640,Enterocyte (Mid Villus)
4641,Enterocyte (Top Villus)
4642,Enterocyte (Mid Villus)
4643,Enterocyte (Mid Villus)
4644,B (Plasma)
4645,Enterocyte (Mid Villus)
4646,Stem + TA
4647,Enterocyte (Bottom Villus)
4648,Paneth
4649,Enterocyte (Top Villus)
4650,Stem + TA
4651,Goblet
