cell,leiden_final
5654,Enterocyte (Mid Villus)
5655,Enterocyte (Bottom Villus)
5656,Enterocyte (Bottom Villus)
5657,Enterocyte (Mid Villus)
5658,B (Plasma)
5659,Enterocyte (Mid Villus)
5660,Enterocyte (Mid Villus)
5661,Goblet
5662,T (CD8+)
5663,B (Plasma)
5664,Enterocyte (Mid Villus)
5665,Enterocyte (Mid Villus)
5666,Stromal
5667,Goblet
5668,Enterocyte (Bottom Villus)
5669,Enterocyte (Bottom Villus)
5670,Enterocyte (Mid Villus)
5671,Enterocyte (Mid Villus)
5672,Enterocyte (Bottom Villus)
5673,Enterocyte (Mid Villus)
5674,Enterocyte (Mid Villus)
5675,T (CD8+)
5676,Enterocyte (Mid Villus)
5677,Enterocyte (Bottom Villus)
5678,Enterocyte (Bottom Villus)
5679,Enterocyte (Bottom Villus)
5680,Endothelial
5681,Enterocyte (Mid Villus)
5682,Goblet
5683,Enterocyte (Mid Villus)
5684,Goblet
5685,Enterocyte (Bottom Villus)
5686,Enterocyte (Mid Villus)
5687,Enterocyte (Top Villus)
5688,T (CD8+)
5689,Enterocyte (Mid Villus)
5690,Enterocyte (Mid Villus)
5691,Enterocyte (Mid Villus)
5692,Enterocyte (Mid Villus)
5693,Enterocyte (Mid Villus)
5694,Enterocyte (Bottom Villus)
5695,Stromal
5696,Enterocyte (Mid Villus)
5697,Enterocyte (Mid Villus)
5698,Enterocyte (Mid Villus)
5699,Endothelial
5700,Macrophage + DC
5701,Enterocyte (Mid Villus)
5702,B (Plasma)
5703,Enterocyte (Mid Villus)
5704,Enterocyte (Mid Villus)
5705,Removed
5706,Removed
5707,Enterocyte (Mid Villus)
5708,Stromal
5709,Enterocyte (Mid Villus)
5710,Pericyte
5711,Stromal
5712,Endothelial
5713,Enterocyte (Mid Villus)
5714,Enterocyte (Mid Villus)
5715,Enterocyte (Mid Villus)
5716,Goblet
5717,B (Plasma)
5718,Enterocyte (Mid Villus)
5719,Enterocyte (Bottom Villus)
5720,Enterocyte (Bottom Villus)
5721,Enterocyte (Mid Villus)
5722,Enterocyte (Mid Villus)
5723,Enterocyte (Top Villus)
5724,Enterocyte (Mid Villus)
5725,Enterocyte (Mid Villus)
5726,Enterocyte (Bottom Villus)
5727,Enterocyte (Mid Villus)
5728,Enterocyte (Mid Villus)
5729,Enterocyte (Mid Villus)
5730,Enterocyte (Mid Villus)
5731,Enterocyte (Mid Villus)
5732,Enterocyte (Mid Villus)
5733,Enterocyte (Bottom Villus)
5734,Goblet
5735,B (Plasma)
5736,Enterocyte (Mid Villus)
5737,Macrophage + DC
5738,Removed
5739,Pericyte
5740,Enterocyte (Mid Villus)
5741,Stromal
5742,Enterocyte (Mid Villus)
5743,Enterocyte (Mid Villus)
5744,Stromal
5745,Endothelial
5746,Enterocyte (Mid Villus)
5747,Enterocyte (Mid Villus)
5748,Enterocyte (Mid Villus)
5749,Goblet
5750,Enterocyte (Top Villus)
5751,Enterocyte (Mid Villus)
5752,Enterocyte (Mid Villus)
5753,Goblet
5754,Enterocyte (Mid Villus)
5755,B (Plasma)
5756,Endothelial
5757,Enterocyte (Bottom Villus)
5758,Enterocyte (Mid Villus)
5759,B (Plasma)
5760,Enterocyte (Mid Villus)
5761,Enterocyte (Mid Villus)
5762,Enterocyte (Mid Villus)
5763,B (Plasma)
5764,Enterocyte (Mid Villus)
5765,Enterocyte (Mid Villus)
5766,T (CD4+)
5767,Goblet
5768,Enterocyte (Top Villus)
5769,Macrophage + DC
5770,Enterocyte (Mid Villus)
5771,Enterocyte (Mid Villus)
5772,Enterocyte (Mid Villus)
5773,Enterocyte (Mid Villus)
5774,Enterocyte (Mid Villus)
5775,Enterocyte (Top Villus)
5776,Pericyte
5777,Enterocyte (Bottom Villus)
5778,Pericyte
5779,Enterocyte (Mid Villus)
5780,Enterocyte (Bottom Villus)
5781,Enterocyte (Mid Villus)
5782,Enterocyte (Mid Villus)
5783,Pericyte
5784,Goblet
5785,Enterocyte (Mid Villus)
5786,Enterocyte (Mid Villus)
5787,Removed
5788,Enterocyte (Mid Villus)
5789,Enterocyte (Bottom Villus)
5790,Enterocyte (Mid Villus)
5791,Stromal
5792,Enterocyte (Mid Villus)
5793,Enterocyte (Mid Villus)
5794,Enterocyte (Mid Villus)
5795,Enterocyte (Mid Villus)
5796,B (Plasma)
5797,Enterocyte (Mid Villus)
5798,Pericyte
5799,T (CD8+)
5800,Enterocyte (Mid Villus)
5801,Goblet
5802,B (Plasma)
5803,Enterocyte (Mid Villus)
5804,T (CD8+)
5805,Pericyte
5806,Enterocyte (Mid Villus)
5807,Pericyte
5808,Enterocyte (Mid Villus)
5809,Enterocyte (Bottom Villus)
5810,Enterocyte (Bottom Villus)
5811,B (Plasma)
5812,Enterocyte (Mid Villus)
5813,Enterocyte (Mid Villus)
5814,Enterocyte (Top Villus)
5815,Enterocyte (Mid Villus)
5816,T (CD8+)
5817,B (Plasma)
5818,B (Plasma)
5819,Goblet
5820,Enterocyte (Mid Villus)
5821,Enterocyte (Mid Villus)
5822,Enterocyte (Top Villus)
5823,Enterocyte (Top Villus)
5824,B (Plasma)
5825,B (Plasma)
5826,Enterocyte (Mid Villus)
5827,T (CD8+)
5828,Enterocyte (Bottom Villus)
5829,T (CD8+)
5830,Enterocyte (Bottom Villus)
5831,Enterocyte (Bottom Villus)
5832,Goblet
5833,Enterocyte (Bottom Villus)
5834,Enterocyte (Top Villus)
5835,Enterocyte (Bottom Villus)
5836,B (Plasma)
5837,Enterocyte (Bottom Villus)
5838,Enterocyte (Mid Villus)
5839,Enterocyte (Top Villus)
5840,T (CD8+)
5841,Enterocyte (Bottom Villus)
5842,Enterocyte (Mid Villus)
5843,B (Plasma)
5844,Enterocyte (Top Villus)
5845,Enterocyte (Bottom Villus)
5846,Enterocyte (Top Villus)
5847,Enterocyte (Bottom Villus)
5848,Stromal
5849,B (Plasma)
5850,Enterocyte (Mid Villus)
5851,Enterocyte (Top Villus)
5852,Enterocyte (Bottom Villus)
5853,Enterocyte (Mid Villus)
5854,Enterocyte (Top Villus)
5855,B (Plasma)
5856,Goblet
5857,Enterocyte (Bottom Villus)
5858,Enterocyte (Top Villus)
5859,Goblet
5860,Macrophage + DC
5861,T (CD8+)
5862,Removed
5863,B (Plasma)
5864,T (CD8+)
5865,Enterocyte (Top Villus)
5866,Enterocyte (Mid Villus)
5867,Enterocyte (Bottom Villus)
5868,Stromal
5869,Macrophage + DC
5870,Macrophage + DC
5871,Enterocyte (Mid Villus)
5872,Enterocyte (Top Villus)
5873,Enterocyte (Mid Villus)
5874,Enterocyte (Mid Villus)
5875,Enterocyte (Mid Villus)
5876,Enterocyte (Mid Villus)
5877,B (Plasma)
5878,Enterocyte (Mid Villus)
5879,Macrophage + DC
5880,Enterocyte (Mid Villus)
5881,Enterocyte (Mid Villus)
5882,Enterocyte (Bottom Villus)
5883,T (CD8+)
5884,B (Plasma)
5885,Enterocyte (Mid Villus)
5886,Goblet
5887,Enterocyte (Top Villus)
5888,B (Plasma)
5889,Enterocyte (Top Villus)
5890,T (CD8+)
5891,T (CD8+)
5892,B (Plasma)
5893,Enterocyte (Bottom Villus)
5894,Enterocyte (Bottom Villus)
5895,Enterocyte (Mid Villus)
5896,Enterocyte (Top Villus)
5897,Enterocyte (Top Villus)
5898,B (Plasma)
5899,Enterocyte (Mid Villus)
5900,Macrophage + DC
5901,Enterocyte (Bottom Villus)
5902,B (Plasma)
5903,Pericyte
5904,Pericyte
5905,B (Plasma)
5906,Stromal
5907,Enterocyte (Bottom Villus)
5908,Enterocyte (Top Villus)
5909,B (Plasma)
5910,Enterocyte (Mid Villus)
5911,Macrophage + DC
5912,Enterocyte (Mid Villus)
5913,Enterocyte (Mid Villus)
5914,Enterocyte (Mid Villus)
5915,Enterocyte (Top Villus)
5916,Enterocyte (Top Villus)
5917,Macrophage + DC
5918,Stromal
5919,Enterocyte (Mid Villus)
5920,Enterocyte (Mid Villus)
5921,Enterocyte (Mid Villus)
5922,Enterocyte (Bottom Villus)
5923,Enterocyte (Mid Villus)
5924,B (Plasma)
5925,Stromal
5926,Macrophage + DC
5927,Enterocyte (Top Villus)
5928,Enterocyte (Top Villus)
5929,Stromal
5930,Macrophage + DC
5931,Enterocyte (Mid Villus)
5932,Macrophage + DC
5933,Stromal
5934,Macrophage + DC
5935,Enterocyte (Mid Villus)
5936,T (CD4+)
5937,Enterocyte (Mid Villus)
5938,Enterocyte (Mid Villus)
5939,Enterocyte (Bottom Villus)
5940,Goblet
5941,Endothelial
5942,B (Plasma)
5943,Enterocyte (Mid Villus)
5944,Enterocyte (Mid Villus)
5945,Removed
5946,B (Plasma)
5947,Enterocyte (Mid Villus)
5948,Enterocyte (Top Villus)
5949,Enterocyte (Bottom Villus)
5950,Enterocyte (Mid Villus)
5951,Enterocyte (Bottom Villus)
5952,Enterocyte (Bottom Villus)
5953,Enterocyte (Mid Villus)
5954,Enterocyte (Mid Villus)
5955,Enterocyte (Bottom Villus)
5956,Enterocyte (Mid Villus)
5957,Enterocyte (Bottom Villus)
5958,B (Plasma)
5959,B (Plasma)
5960,B (Plasma)
5961,Enterocyte (Bottom Villus)
5962,Enterocyte (Mid Villus)
5963,Macrophage + DC
5964,Enterocyte (Bottom Villus)
5965,Macrophage + DC
5966,Stromal
5967,B (Plasma)
5968,Enterocyte (Mid Villus)
5969,Goblet
5970,Enterocyte (Mid Villus)
5971,Enterocyte (Mid Villus)
5972,B (Plasma)
5973,Enterocyte (Mid Villus)
5974,B (Plasma)
5975,Enterocyte (Mid Villus)
5976,B (Plasma)
5977,"B (Follicular, Circulating)"
5978,Enterocyte (Top Villus)
5979,Stromal
5980,Goblet
5981,Enterocyte (Bottom Villus)
5982,Macrophage + DC
5983,B (Plasma)
5984,Enterocyte (Top Villus)
5985,Enterocyte (Bottom Villus)
5986,Stromal
5987,B (Plasma)
5988,"B (Follicular, Circulating)"
5989,Enterocyte (Mid Villus)
5990,Enterocyte (Bottom Villus)
5991,B (Plasma)
5992,Enterocyte (Top Villus)
5993,Enterocyte (Bottom Villus)
5994,T (CD8+)
5995,B (Plasma)
5996,Pericyte
5997,Enterocyte (Mid Villus)
5998,Enterocyte (Top Villus)
5999,Enterocyte (Bottom Villus)
6000,B (Plasma)
6001,Removed
6002,Stromal
6003,Enterocyte (Top Villus)
6004,Enterocyte (Top Villus)
6005,Enterocyte (Bottom Villus)
6006,Enterocyte (Bottom Villus)
6007,Enterocyte (Bottom Villus)
6008,Stromal
6009,Goblet
6010,Stromal
6011,T (CD8+)
6012,T (CD4+)
6013,Enterocyte (Top Villus)
6014,Enterocyte (Top Villus)
6015,Enterocyte (Top Villus)
6016,Enterocyte (Mid Villus)
6017,B (Plasma)
6018,Endothelial
6019,Stromal
6020,Enterocyte (Mid Villus)
6021,B (Plasma)
6022,Enterocyte (Top Villus)
6023,Macrophage + DC
6024,B (Plasma)
6025,Enterocyte (Bottom Villus)
6026,Enterocyte (Mid Villus)
6027,Enterocyte (Bottom Villus)
6028,Endothelial
6029,Enterocyte (Mid Villus)
6030,Stromal
6031,Tuft
6032,Stem + TA
6033,T (CD4+)
6034,Stromal
6035,Enterocyte (Mid Villus)
6036,Macrophage + DC
6037,Pericyte
6038,T (CD8+)
6039,Pericyte
6040,Stromal
6041,Goblet
6042,Enterocyte (Mid Villus)
6043,B (Plasma)
6044,Stromal
6045,Enterocyte (Bottom Villus)
6046,Goblet
6047,Stromal
6048,Enterocyte (Mid Villus)
6049,Macrophage + DC
6050,Stromal
6051,B (Plasma)
6052,Enterocyte (Mid Villus)
6053,Enterocyte (Mid Villus)
6054,B (Plasma)
6055,Enterocyte (Mid Villus)
6056,Goblet
6057,Enterocyte (Mid Villus)
6058,T (CD4+)
6059,Macrophage + DC
6060,Stromal
6061,B (Plasma)
6062,Goblet
6063,Stromal
6064,Enterocyte (Top Villus)
6065,Enterocyte (Mid Villus)
6066,T (CD8+)
6067,Enterocyte (Mid Villus)
6068,B (Plasma)
6069,B (Plasma)
6070,Stromal
6071,Enterocyte (Mid Villus)
6072,Enterocyte (Bottom Villus)
6073,Enterocyte (Mid Villus)
6074,Pericyte
6075,Removed
6076,B (Plasma)
6077,Enterocyte (Top Villus)
6078,Macrophage + DC
6079,B (Plasma)
6080,B (Plasma)
6081,B (Plasma)
6082,Enterocyte (Bottom Villus)
6083,T (CD8+)
6084,Stromal
6085,Macrophage + DC
6086,Macrophage + DC
6087,Enterocyte (Mid Villus)
6088,Enterocyte (Bottom Villus)
6089,T (CD8+)
6090,T (CD8+)
6091,Pericyte
6092,Stromal
6093,Enterocyte (Mid Villus)
6094,Macrophage + DC
6095,Enterocyte (Mid Villus)
6096,Stromal
6097,Enterocyte (Mid Villus)
6098,Enterocyte (Top Villus)
6099,B (Plasma)
6100,T (CD8+)
6101,Pericyte
6102,Stromal
6103,Enterocyte (Mid Villus)
6104,B (Plasma)
6105,Stromal
6106,Enterocyte (Mid Villus)
6107,Enterocyte (Mid Villus)
6108,Enterocyte (Top Villus)
6109,B (Plasma)
6110,Macrophage + DC
6111,Goblet
6112,Enterocyte (Mid Villus)
6113,Enterocyte (Mid Villus)
6114,Smooth Muscle
6115,B (Plasma)
6116,Pericyte
6117,Enterocyte (Top Villus)
6118,Enterocyte (Mid Villus)
6119,Macrophage + DC
6120,T (CD4+)
6121,Enterocyte (Bottom Villus)
6122,B (Plasma)
6123,Macrophage + DC
6124,Endothelial
6125,Enterocyte (Mid Villus)
6126,Enterocyte (Top Villus)
6127,Removed
6128,Endothelial
6129,Macrophage + DC
6130,Enterocyte (Mid Villus)
6131,Enterocyte (Mid Villus)
6132,Macrophage + DC
6133,Enterocyte (Mid Villus)
6134,T (CD8+)
6135,Enterocyte (Mid Villus)
6136,Goblet
6137,Macrophage + DC
6138,T (CD8+)
6139,Enterocyte (Mid Villus)
6140,Enterocyte (Mid Villus)
6141,Enterocyte (Mid Villus)
6142,Stromal
6143,B (Plasma)
6144,Pericyte
6145,Enterocyte (Mid Villus)
6146,Enterocyte (Mid Villus)
6147,Endothelial
6148,Enterocyte (Mid Villus)
6149,B (Plasma)
6150,Macrophage + DC
6151,Enterocyte (Top Villus)
6152,Macrophage + DC
6153,Enterocyte (Mid Villus)
6154,B (Plasma)
6155,T (CD8+)
6156,Enterocyte (Top Villus)
6157,Pericyte
6158,Enterocyte (Mid Villus)
6159,Enterocyte (Top Villus)
6160,B (Plasma)
6161,B (Plasma)
6162,Enterocyte (Mid Villus)
6163,T (CD8+)
6164,Endothelial
6165,T (CD8+)
6166,Enterocyte (Mid Villus)
6167,Enterocyte (Top Villus)
6168,Enterocyte (Mid Villus)
6169,Removed
6170,Enterocyte (Top Villus)
6171,Enterocyte (Mid Villus)
6172,Enterocyte (Top Villus)
6173,Enterocyte (Mid Villus)
6174,Enterocyte (Top Villus)
6175,Enterocyte (Mid Villus)
6176,B (Plasma)
6177,T (CD8+)
6178,Enterocyte (Top Villus)
6179,Enterocyte (Top Villus)
6180,Enterocyte (Mid Villus)
6181,Enterocyte (Mid Villus)
6182,B (Plasma)
6183,Enterocyte (Top Villus)
6184,Enterocyte (Mid Villus)
6185,B (Plasma)
6186,B (Plasma)
6187,Macrophage + DC
6188,Enterocyte (Top Villus)
6189,B (Plasma)
6190,T (CD8+)
6191,Enterocyte (Top Villus)
6192,Enterocyte (Mid Villus)
6193,Enterocyte (Top Villus)
6194,Macrophage + DC
6195,Enterocyte (Mid Villus)
6196,Macrophage + DC
6197,Enterocyte (Mid Villus)
6198,Enterocyte (Top Villus)
6199,Goblet
6200,Enterocyte (Top Villus)
6201,T (CD8+)
6202,Enterocyte (Top Villus)
6203,Enterocyte (Top Villus)
6204,Enterocyte (Mid Villus)
6205,Enterocyte (Mid Villus)
6206,Enterocyte (Mid Villus)
6207,Enterocyte (Mid Villus)
6208,Macrophage + DC
6209,Goblet
6210,Enterocyte (Top Villus)
6211,Enterocyte (Mid Villus)
6212,B (Plasma)
6213,Macrophage + DC
6214,Stromal
6215,Enterocyte (Bottom Villus)
6216,Enterocyte (Mid Villus)
6217,Enterocyte (Mid Villus)
6218,Enterocyte (Top Villus)
6219,B (Plasma)
6220,Enterocyte (Top Villus)
6221,Enterocyte (Mid Villus)
6222,Enterocyte (Top Villus)
6223,Enterocyte (Top Villus)
6224,Enterocyte (Mid Villus)
6225,Enterocyte (Mid Villus)
6226,Macrophage + DC
6227,B (Plasma)
6228,Enterocyte (Mid Villus)
6229,Enterocyte (Mid Villus)
6230,B (Plasma)
6231,T (CD8+)
6232,Enterocyte (Top Villus)
6233,Enterocyte (Mid Villus)
6234,B (Plasma)
6235,Pericyte
6236,T (CD8+)
6237,B (Plasma)
6238,T (CD4+)
6239,Enterocyte (Mid Villus)
6240,B (Plasma)
6241,Enterocyte (Top Villus)
6242,Enterocyte (Mid Villus)
6243,T (CD8+)
6244,Enterocyte (Top Villus)
6245,Enterocyte (Mid Villus)
6246,Enterocyte (Mid Villus)
6247,Enterocyte (Mid Villus)
6248,Enterocyte (Mid Villus)
6249,Enterocyte (Mid Villus)
6250,Removed
6251,Enterocyte (Top Villus)
6252,Enterocyte (Top Villus)
6253,B (Plasma)
6254,Enterocyte (Mid Villus)
6255,Enterocyte (Top Villus)
6256,Enterocyte (Top Villus)
6257,T (CD8+)
6258,Enterocyte (Mid Villus)
6259,Enterocyte (Top Villus)
6260,Enterocyte (Mid Villus)
6261,Enterocyte (Top Villus)
6262,Enterocyte (Mid Villus)
6263,Pericyte
6264,Enterocyte (Mid Villus)
6265,Enterocyte (Top Villus)
6266,Macrophage + DC
6267,B (Plasma)
6268,Endothelial
6269,Enterocyte (Mid Villus)
6270,Goblet
6271,Enterocyte (Mid Villus)
6272,Enterocyte (Mid Villus)
6273,Enterocyte (Mid Villus)
6274,T (CD8+)
6275,Removed
6276,Enterocyte (Mid Villus)
6277,Enterocyte (Mid Villus)
6278,T (CD8+)
6279,T (CD8+)
6280,Enterocyte (Mid Villus)
6281,Enterocyte (Mid Villus)
6282,Enterocyte (Mid Villus)
6283,Enterocyte (Mid Villus)
6284,Enterocyte (Mid Villus)
6285,T (CD8+)
6286,T (CD8+)
6287,Enterocyte (Mid Villus)
6288,Goblet
6289,Enterocyte (Mid Villus)
6290,Goblet
6291,Enterocyte (Mid Villus)
6292,Enterocyte (Mid Villus)
6293,Enterocyte (Mid Villus)
6294,Enterocyte (Mid Villus)
6295,Enterocyte (Mid Villus)
6296,Goblet
6297,Enterocyte (Mid Villus)
6298,Enterocyte (Mid Villus)
6299,Enterocyte (Mid Villus)
6300,Enterocyte (Mid Villus)
6301,Enterocyte (Mid Villus)
6302,Enterocyte (Mid Villus)
6303,Enterocyte (Mid Villus)
6304,Enterocyte (Mid Villus)
6305,Enterocyte (Mid Villus)
6306,Enterocyte (Mid Villus)
6307,Goblet
6308,Enterocyte (Mid Villus)
6309,Enterocyte (Mid Villus)
6310,Enterocyte (Mid Villus)
6311,Enterocyte (Mid Villus)
6312,Enterocyte (Mid Villus)
6313,Enterocyte (Mid Villus)
6314,Enterocyte (Mid Villus)
6315,Enterocyte (Mid Villus)
6316,Enterocyte (Mid Villus)
6317,Enterocyte (Mid Villus)
6318,Enterocyte (Mid Villus)
6319,Enterocyte (Mid Villus)
6320,Enterocyte (Mid Villus)
6321,Enterocyte (Mid Villus)
6322,Enterocyte (Top Villus)
6323,Enterocyte (Mid Villus)
6324,Enterocyte (Mid Villus)
6325,Enterocyte (Top Villus)
6326,Enterocyte (Mid Villus)
6327,Goblet
6328,Enterocyte (Top Villus)
6329,Enterocyte (Mid Villus)
6330,Enterocyte (Mid Villus)
6331,Enterocyte (Mid Villus)
6332,Enterocyte (Mid Villus)
6333,Enterocyte (Top Villus)
6334,Removed
6335,Enterocyte (Top Villus)
6336,Enterocyte (Top Villus)
6337,Enterocyte (Top Villus)
6338,Enterocyte (Top Villus)
6339,Enterocyte (Mid Villus)
6340,Enterocyte (Mid Villus)
6341,Enterocyte (Top Villus)
6342,Enterocyte (Top Villus)
6343,Enterocyte (Top Villus)
6344,Tuft
6345,Enterocyte (Mid Villus)
6346,Enterocyte (Mid Villus)
6347,Enterocyte (Mid Villus)
6348,Enterocyte (Mid Villus)
6349,Enterocyte (Mid Villus)
6350,Enterocyte (Mid Villus)
6351,Enterocyte (Top Villus)
6352,Removed
6353,Enterocyte (Mid Villus)
6354,Enterocyte (Mid Villus)
6355,Removed
6356,Enterocyte (Top Villus)
6357,Enterocyte (Top Villus)
6358,Enterocyte (Top Villus)
6359,T (CD8+)
6360,T (CD8+)
6361,Enterocyte (Top Villus)
6362,Pericyte
6363,Enterocyte (Mid Villus)
6364,Enterocyte (Top Villus)
6365,Macrophage + DC
6366,Enterocyte (Top Villus)
6367,Enterocyte (Top Villus)
6368,Enterocyte (Top Villus)
6369,Enterocyte (Top Villus)
6370,Pericyte
6371,Pericyte
6372,Stem + TA
6373,Enterocyte (Top Villus)
6374,T (CD8+)
6375,T (CD8+)
6376,Enterocyte (Top Villus)
6377,Enterocyte (Top Villus)
6378,Enterocyte (Top Villus)
6379,Macrophage + DC
6380,Endothelial
6381,Pericyte
6382,Endothelial
6383,Enterocyte (Top Villus)
6384,T (CD8+)
6385,Endothelial
6386,Pericyte
6387,T (CD8+)
6388,Pericyte
6389,Pericyte
6390,Macrophage + DC
6391,T (CD8+)
6392,Pericyte
6393,Enterocyte (Top Villus)
6394,Macrophage + DC
6395,Pericyte
6396,Enterocyte (Top Villus)
6397,Goblet
6398,Enterocyte (Top Villus)
6399,Enterocyte (Top Villus)
6400,Enterocyte (Top Villus)
6401,Removed
6402,Enterocyte (Top Villus)
6403,Enterocyte (Top Villus)
6404,Enterocyte (Top Villus)
6405,Enterocyte (Top Villus)
6406,Enterocyte (Top Villus)
6407,Enterocyte (Top Villus)
6408,Enterocyte (Top Villus)
6409,Stem + TA
6410,Enterocyte (Bottom Villus)
6411,Removed
6412,Stem + TA
6413,Stromal
6414,Stromal
6415,Myenteric Plexus
6416,Stem + TA
6417,Goblet
6418,Stem + TA
6419,B (Plasma)
6420,Removed
6421,Enterocyte (Mid Villus)
6422,Removed
6423,Stromal
6424,Telocyte
6425,Stem + TA
6426,T (CD4+)
6427,Stromal
6428,Stem + TA
6429,Removed
6430,Removed
6431,Macrophage + DC
6432,Stromal
6433,Removed
6434,B (Plasma)
6435,Removed
6436,Removed
6437,Stromal
6438,Removed
6439,Enterocyte (Bottom Villus)
6440,Removed
6441,T (CD4+)
6442,Endothelial
6443,Macrophage + DC
6444,Stromal
6445,Removed
6446,Stem + TA
6447,Removed
6448,Enterocyte (Mid Villus)
6449,Macrophage + DC
6450,Removed
6451,Removed
6452,Removed
6453,Paneth
6454,Removed
6455,Enterocyte (Mid Villus)
6456,Stromal
6457,Goblet
6458,Enterocyte (Bottom Villus)
6459,Enterocyte (Mid Villus)
6460,Enterocyte (Mid Villus)
6461,Enterocyte (Mid Villus)
6462,Enterocyte (Mid Villus)
6463,Enterocyte (Mid Villus)
6464,B (Plasma)
6465,Enterocyte (Mid Villus)
6466,Macrophage + DC
6467,Removed
6468,Enterocyte (Mid Villus)
6469,Stem + TA
6470,Stem + TA
6471,Removed
6472,Smooth Muscle
6473,Removed
6474,B (Plasma)
6475,Macrophage + DC
6476,T (CD8+)
6477,Macrophage + DC
6478,Removed
6479,Enterocyte (Mid Villus)
6480,Stem + TA
6481,Enterocyte (Bottom Villus)
6482,Removed
6483,T (CD4+)
6484,Removed
6485,Removed
6486,Myenteric Plexus
6487,Removed
6488,B (Plasma)
6489,Stem + TA
6490,Removed
6491,Stem + TA
6492,Removed
6493,Enterocyte (Bottom Villus)
6494,Stem + TA
6495,Paneth
6496,Stem + TA
6497,Removed
6498,Enterocyte (Mid Villus)
6499,Stem + TA
6500,Removed
6501,Removed
6502,Enterocyte (Mid Villus)
6503,Smooth Muscle
6504,Enterocyte (Bottom Villus)
6505,T (CD4+)
6506,T (CD8+)
6507,Removed
6508,Removed
6509,Goblet
6510,Enterocyte (Mid Villus)
6511,Macrophage + DC
6512,Enterocyte (Mid Villus)
6513,Enterocyte (Bottom Villus)
6514,Macrophage + DC
6515,Goblet
6516,Removed
6517,Enterocyte (Mid Villus)
6518,T (CD4+)
6519,Telocyte
6520,Paneth
6521,Removed
6522,Enterocyte (Bottom Villus)
6523,Enterocyte (Mid Villus)
6524,Removed
6525,T (CD4+)
6526,Smooth Muscle
6527,Telocyte
6528,Macrophage + DC
6529,Enterocyte (Mid Villus)
6530,Macrophage + DC
6531,Stem + TA
6532,Enterocyte (Bottom Villus)
6533,Stromal
6534,Removed
6535,B (Plasma)
6536,Enterocyte (Mid Villus)
6537,Enterocyte (Mid Villus)
6538,Stem + TA
6539,Removed
6540,T (CD8+)
6541,Enterocyte (Mid Villus)
6542,B (Plasma)
6543,Enterocyte (Bottom Villus)
6544,Enterocyte (Mid Villus)
6545,Macrophage + DC
6546,Paneth
6547,"B (Follicular, Circulating)"
6548,"B (Follicular, Circulating)"
6549,Enterocyte (Mid Villus)
6550,Enterocyte (Mid Villus)
6551,B (Plasma)
6552,Enterocyte (Mid Villus)
6553,T (CD4+)
6554,Goblet
6555,Removed
6556,Removed
6557,Removed
6558,Stem + TA
6559,Macrophage + DC
6560,Removed
6561,Enterocyte (Mid Villus)
6562,Stromal
6563,Macrophage + DC
6564,Removed
6565,Removed
6566,Enterocyte (Mid Villus)
6567,Removed
6568,Enterocyte (Mid Villus)
6569,Endothelial
6570,Macrophage + DC
6571,Stem + TA
6572,Removed
6573,Stromal
6574,Removed
6575,Stromal
6576,Stromal
6577,Removed
6578,Enterocyte (Mid Villus)
6579,T (CD8+)
6580,Stem + TA
6581,Stromal
6582,Stem + TA
6583,Stem + TA
6584,Enterocyte (Mid Villus)
6585,Enterocyte (Mid Villus)
6586,Enterocyte (Bottom Villus)
6587,Enterocyte (Mid Villus)
6588,Telocyte
6589,T (CD4+)
6590,Macrophage + DC
6591,B (Plasma)
6592,Paneth
6593,Enterocyte (Bottom Villus)
6594,Stem + TA
6595,Goblet
6596,Pericyte
6597,Removed
6598,Smooth Muscle
6599,Macrophage + DC
6600,Removed
6601,Stromal
6602,Enterocyte (Bottom Villus)
6603,Enterocyte (Mid Villus)
6604,Endothelial
6605,Stem + TA
6606,Stromal
6607,Stem + TA
6608,B (Plasma)
6609,Enterocyte (Mid Villus)
6610,Enterocyte (Mid Villus)
6611,Removed
6612,Enterocyte (Mid Villus)
6613,T (CD8+)
6614,Removed
6615,Macrophage + DC
6616,Removed
6617,Telocyte
6618,Stromal
6619,Goblet
6620,Stem + TA
6621,Stem + TA
6622,Goblet
6623,Goblet
6624,Removed
6625,Paneth
6626,Enterocyte (Mid Villus)
6627,Macrophage + DC
6628,T (CD8+)
6629,Enterocyte (Bottom Villus)
6630,Stem + TA
6631,Stem + TA
6632,Macrophage + DC
6633,Smooth Muscle
6634,Enterocyte (Mid Villus)
6635,Stem + TA
6636,T (CD4+)
6637,T (CD4+)
6638,Stem + TA
6639,Enterocyte (Mid Villus)
6640,Stem + TA
6641,Enterocyte (Mid Villus)
6642,Smooth Muscle
6643,Macrophage + DC
6644,Enterocyte (Mid Villus)
6645,Removed
6646,ICC
6647,Enterocyte (Bottom Villus)
6648,Enterocyte (Bottom Villus)
6649,Enterocyte (Mid Villus)
6650,Macrophage + DC
6651,T (CD8+)
6652,Enterocyte (Mid Villus)
6653,Stromal
6654,Stromal
6655,Stem + TA
6656,Enterocyte (Bottom Villus)
6657,Stem + TA
6658,Stem + TA
6659,Removed
6660,"B (Follicular, Circulating)"
6661,Macrophage + DC
6662,T (CD4+)
6663,Stem + TA
6664,Telocyte
6665,Enterocyte (Mid Villus)
6666,Enterocyte (Mid Villus)
6667,B (Plasma)
6668,Pericyte
6669,T (CD4+)
